Timestamp,Asal Instansi,Jenis kelamin,Fakultas/sekolah asal,Prodi asal,Semester kuliah bagi mahasiswa aktif ketika mengikuti Program GIKnowledge Building (di semester ganjil tahun ajaran 2025/2026)?,Jenjang pendidikan asal,Dari mana kamu mengetahui informasi terkait Program GIKnowledge Building?,Apa yang membuatmu tertarik mengikuti GIKnowledge Building?
2025-07-20 19:04:56,Universitas Gadjah Mada,Perempuan,EKONOMIKA DAN BISNIS,S1 Akuntansi,Semester 5,Akademik (Sarjana/S1),"Instagram GIK UGM, Prodi/Fakultas","Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media GIK"
2025-07-20 19:01:36,Universitas Gadjah Mada,Perempuan,PETERNAKAN,S1 Ilmu dan Industri Peternakan,Semester 5,Akademik (Sarjana/S1),Instagram GIK UGM,"Saya tertarik setelah mendengar teman saya ikut mendaftar GIKnowledge Building 2024, Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-18 18:53:11,Universitas Gadjah Mada,Perempuan,HUKUM,S1 Hukum,N/A,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-20 11:14:15,Universitas Gadjah Mada,Perempuan,KEHUTANAN,S1 Kehutanan,Semester 5,Akademik (Sarjana/S1),"Instagram GIK UGM, Website GIK UGM, Prodi/Fakultas","Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building, Saya tertarik mengikuti GIKnowledge Building 2025 karena saya melihat program ini sebagai wadah yang luar biasa untuk mengembangkan keterampilan & kompetensi, memperluas koneksi, serta membangun portofolio profesional langsung dari para praktisi industri. saya ingin berada di lingkungan yang kompetitif dan kolaboratif, di mana saya bisa belajar langsung dari para ahli dan berkolaborasi dengan talenta terbaik dari bidang keahliannya."
2025-07-20 21:51:34,Universitas Gadjah Mada,Perempuan,SEKOLAH VOKASI,D4 Pengembangan Produk Agroindustri,Semester 5,Vokasi (Sarjana Terapan/D4),Instagram GIK UGM,"Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media GIK"
2025-06-21 12:59:12,Universitas Gadjah Mada,Laki-Laki,PSIKOLOGI,S1 Psikologi,Semester 5,Akademik (Sarjana/S1),Email UGM,Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas
2025-07-07 13:25:52,Universitas Gadjah Mada,Laki-Laki,MATEMATIKA DAN ILMU PENGETAHUAN ALAM,S1 Kimia,Semester 5,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-06-13 14:17:22,Universitas Gadjah Mada,Laki-Laki,EKONOMIKA DAN BISNIS,S1 Manajemen,Semester 5,Akademik (Sarjana/S1),Blasting Email,Setelah melihat email
2025-06-29 11:30:48,Universitas Gadjah Mada,Perempuan,TEKNOLOGI PERTANIAN,S1 Teknologi Industri Pertanian,Semester 7,Akademik (Sarjana/S1),Prodi/Fakultas,"Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-17 14:05:30,UGM,Perempuan,PERTANIAN,Teknologi Hasil Perikanan,N/A,Alumni UGM,Instagram GIK UGM,"Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-20 19:21:26,Universitas Gadjah Mada,Laki-Laki,PSIKOLOGI,S2 Psikologi,Semester 3,Akademik (Pascasarjana/S2),"Instagram GIK UGM, Prodi/Fakultas","Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah saya melihat informasi dari social media GIK"
2025-07-05 8:57:31,Universitas Gadjah Mada,Perempuan,ILMU BUDAYA,S1 Pariwisata,Semester 7,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-06-27 6:14:01,Universitas Gadjah Mada,Laki-Laki,HUKUM,S1 Hukum,Semester 5,Akademik (Sarjana/S1),"Instagram GIK UGM, Teman","Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah mendengar teman saya ikut mendaftar GIKnowledge Building 2024, Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya melihat informasi dari social media GIK"
2025-07-04 11:30:39,Universitas Gadjah Mada,Laki-Laki,ILMU BUDAYA,Arkeologi,N/A,Alumni UGM,Instagram growatparagon,Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building
2025-07-20 14:21:20,Universitas Ahmad Dachlan,Perempuan,HUKUM,S1 Hukum,Semester 5,Akademik (Sarjana/S1),"Instagram GIK UGM, Website GIK UGM","Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-13 16:05:40,Universitas Gadjah Mada,Perempuan,SEKOLAH VOKASI,D4 Teknologi Rekayasa Mesin,Semester 5,Vokasi (Sarjana Terapan/D4),"Teman, Prodi/Fakultas","Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas"
2025-07-20 13:19:00,Universitas Gadjah Mada,Perempuan,SEKOLAH VOKASI,D4 Bahasa Inggris,Semester 5,Vokasi (Sarjana Terapan/D4),Prodi/Fakultas,"Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-06-19 10:10:42,Universitas Gadjah Mada,Perempuan,TEKNOLOGI PERTANIAN,S1 Teknologi Industri Pertanian,Semester 5,Akademik (Sarjana/S1),"Instagram GIK UGM, Prodi/Fakultas","Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media GIK"
2025-07-08 18:26:43,Universitas Islam Negeri Sunan Kalijaga,Perempuan,EKONOMIKA DAN BISNIS,S1 Ilmu Ekonomi,Semester 5,Akademik (Sarjana/S1),Email,Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building
2025-07-19 23:26:46,Universitas Gadjah Mada,Perempuan,ILMU SOSIAL DAN ILMU POLITIK,S1 Pembangunan Sosial dan Kesejahteraan,N/A,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building
2025-07-18 23:40:47,Universitas Gadjah Mada,Perempuan,SEKOLAH VOKASI,D4 Pengelolaan Hutan,Semester 7,Vokasi (Sarjana Terapan/D4),Prodi/Fakultas,Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas
2025-07-09 16:52:49,Universitas Gadjah Mada,Perempuan,TEKNIK,S1 Teknologi Informasi,Semester 5,Akademik (Sarjana/S1),Email ugm,Saya tertarik setelah saya membaca informasi dari email UGM
2025-07-19 19:39:31,UPN Yogyakarta,Perempuan,SEKOLAH VOKASI,D4 Teknologi Rekayasa Perangkat Lunak,Semester 5,Vokasi (Sarjana Terapan/D4),"Instagram GIK UGM, Website GIK UGM, Teman","Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah mendengar teman saya ikut mendaftar GIKnowledge Building 2024, Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-20 23:31:18,Universitas Gadjah Mada,Perempuan,SEKOLAH VOKASI,D4 Akuntansi Sektor Publik,Semester 5,Vokasi (Sarjana Terapan/D4),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-20 23:26:47,Universitas Gadjah Mada,Perempuan,SEKOLAH VOKASI,D4 Bahasa Inggris,Semester 5,Vokasi (Sarjana Terapan/D4),"Instagram GIK UGM, Website GIK UGM, Teman",Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building
2025-07-01 22:41:15,Universitas Gadjah Mada,Laki-Laki,KEDOKTERAN GIGI,S1 Higiene Gigi,Semester 7,Akademik (Sarjana/S1),Grup Beasiswa,Saya tertarik setelah mendengarkan sosialisasi
2025-07-20 23:40:55,Universitas Gadjah Mada,Perempuan,PETERNAKAN,S2 Ilmu Peternakan,N/A,Akademik (Pascasarjana/S2),Instagram GIK UGM,"Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya melihat informasi dari social media GIK"
2025-06-28 11:04:08,Universitas Gadjah Mada,Laki-Laki,SEKOLAH VOKASI,D4 Pembangunan Ekonomi Kewilayahan,Semester 3,Vokasi (Sarjana Terapan/D4),Instagram GIK UGM,"Saya tertarik setelah mendengar teman saya ikut mendaftar GIKnowledge Building 2024, Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-02 10:47:16,Universitas Gadjah Mada,Perempuan,PETERNAKAN,Ilmu dan Industri Peternakan,N/A,Alumni UGM,"Instagram GIK UGM, Teman",Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-20 23:54:46,Universitas Gadjah Mada,Perempuan,ILMU BUDAYA,S1 Arkeologi,N/A,Akademik (Sarjana/S1),Website GIK UGM,Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days
2025-07-20 23:46:55,Universitas Gadjah Mada,Perempuan,ILMU BUDAYA,S1 Bahasa dan Kebudayaan Jepang,Semester 7,Akademik (Sarjana/S1),Prodi/Fakultas,"Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-19 15:10:47,Universitas Gadjah Mada,Perempuan,PSIKOLOGI,S1 Psikologi,Semester 5,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-06 16:45:59,Universitas Gadjah Mada,Laki-Laki,ILMU SOSIAL DAN ILMU POLITIK,S1 Manajemen dan Kebijakan Publik,Semester 5,Akademik (Sarjana/S1),WhatsApp UGM,Saya tertarik setelah mendengarkan sosialisasi
2025-07-11 18:15:02,Universitas Gadjah Mada,Laki-Laki,ILMU SOSIAL DAN ILMU POLITIK,S1 Ilmu Hubungan Internasional,Semester 7,Akademik (Sarjana/S1),Surat elektronik Humas UGM,"Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-06 10:04:09,Universitas Teknologi Yogyakarta,Perempuan,KEHUTANAN,Kehutanan,N/A,Alumni UGM,WhatsApp Ditmawa,Saya tertarik setelah saya melihat informasi dari Ditmawa dan pernah mendapatkan beasiswa Dato Low Tuck Kwong
2025-07-17 10:06:08,Universitas Gadjah Mada,Perempuan,ILMU BUDAYA,S1 Bahasa dan Sastra Prancis,Semester 5,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-20 20:42:25,Universitas Gadjah Mada,Laki-Laki,ILMU BUDAYA,S1 Arkeologi,N/A,Akademik (Sarjana/S1),"Website GIK UGM, Prodi/Fakultas","Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah mendengar teman saya ikut mendaftar GIKnowledge Building 2024, Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas"
2025-07-20 19:12:19,Universitas Ahmad Dachlan,Laki-Laki,MATEMATIKA DAN ILMU PENGETAHUAN ALAM,S1 Ilmu Komputer,Semester 5,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-19 12:16:54,Universitas Gadjah Mada,Perempuan,ILMU BUDAYA,S1 Sastra Arab,Semester 5,Akademik (Sarjana/S1),"Instagram GIK UGM, Prodi/Fakultas","Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media GIK"
2025-07-14 9:55:58,Universitas Ahmad Yani,Laki-Laki,SEKOLAH VOKASI,D4 Pembangunan Ekonomi Kewilayahan,Semester 7,Vokasi (Sarjana Terapan/D4),"Instagram GIK UGM, Website GIK UGM","Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days"
2025-07-20 23:35:15,Universitas Gadjah Mada,Perempuan,EKONOMIKA DAN BISNIS,S1 Akuntansi,Semester 7,Akademik (Sarjana/S1),"Instagram GIK UGM, Website GIK UGM","Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah mendengar teman saya ikut mendaftar GIKnowledge Building 2024, Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media GIK"
2025-06-26 14:38:36,Universitas Ahmad Dachlan,Perempuan,SEKOLAH VOKASI,D4 Teknologi Rekayasa Internet,Semester 5,Vokasi (Sarjana Terapan/D4),"Instagram GIK UGM, Prodi/Fakultas","Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya melihat informasi dari social media GIK"
2025-07-20 20:45:57,Universitas Gadjah Mada,Perempuan,EKONOMIKA DAN BISNIS,S1 Manajemen,Semester 9,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building
2025-07-20 19:04:40,Universitas Gadjah Mada,Perempuan,TEKNIK,S1 Teknik Industri,Semester 5,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building
2025-07-20 23:44:16,Universitas Teknologi Yogyakarta,Perempuan,SEKOLAH VOKASI,D4 Teknik Pengelolaan dan Perawatan Alat Berat,Semester 5,Vokasi (Sarjana Terapan/D4),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building
2025-07-02 18:31:17,Universitas Muhammadiyah yogyakarta,Perempuan,TEKNIK,S1 Teknik Industri,Semester 5,Vokasi (Sarjana Terapan/D4),"Instagram GIK UGM, Teman, Prodi/Fakultas","Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-06-13 9:50:44,Universitas Muhammadiyah Yogyakarta,Perempuan,PERTANIAN,S1 Ekonomi Pertanian dan Agribisnis,Semester 5,Akademik (Sarjana/S1),"Instagram GIK UGM, Teman",Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-11 11:50:58,Universitas Gadjah Mada,Perempuan,BIOLOGI,S1 Biologi,Semester 5,Vokasi (Sarjana Terapan/D4),"Instagram GIK UGM, Website GIK UGM, Broadcast email UGM","Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-20 20:14:12,Universitas Ahmad Dachlan,Laki-Laki,MATEMATIKA DAN ILMU PENGETAHUAN ALAM,S1 Ilmu Komputer,Semester 5,Akademik (Sarjana/S1),Prodi/Fakultas,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-06-28 12:59:50,Universitas Gadjah Mada,Perempuan,ILMU SOSIAL DAN ILMU POLITIK,Manajemen dan Kebijakan Publik,Semester 7,Akademik (Sarjana/S1),Whatsapp DITMAWA UGM,Saya tertarik setelah mendengarkan sosialisasi
2025-07-20 23:47:35,Universitas Gadjah Mada,Perempuan,SEKOLAH VOKASI,D4 Pembangunan Ekonomi Kewilayahan,Semester 7,Akademik (Sarjana/S1),Instagram GIK UGM,Saya tertarik setelah saya melihat informasi dari social media GIK
2025-07-20 15:44:11,Universitas Teknologi Yogyakarta,Laki-Laki,TEKNIK,S1 Teknik Geodesi,Semester 5,Akademik (Sarjana/S1),"Prodi/Fakultas, simaster","Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
2025-07-14 21:51:51,Universitas Islam Negeri Sunan Kalijaga,Perempuan,TEKNOLOGI PERTANIAN,S1 Teknologi Industri Pertanian,N/A,Akademik (Sarjana/S1),"Prodi/Fakultas, ","Saya tertarik setelah mendengarkan sosialisasi, Saya tertarik setelah mendengar teman saya ikut mendaftar GIKnowledge Building 2024, Saya tertarik setelah saya mendapatkan informasi program ini di UGM Integrated Career Days, Saya tertarik setelah saya mendapatkan informasi dari Prodi/Fakultas, Saya tertarik setelah saya melihat informasi dari social media GIK, Saya tertarik setelah saya melihat informasi dari social media mitra GIKnowledge Building"
